reviewId,content
068560d4-0a44-422a-a937-3345722cc31c,"aplikasi sangat tidak efektif, 1. layanan pajak tidak pernah tersedia, 2. saya coba ingin menanyakan di cs harus memasukan semua data yang padahal sudah ada semua di data akun 3. CS bot tidak bisa interaktif, saya tidak bisa menyelesaikan permasalahan karena chat bot ini"
1d6bc50c-c662-47c4-8b13-4bb0422a78ff,dulu enak sekarang gagal terus dan layanan tidak tersedia👎
84e6fa65-ba9a-46ca-a5f5-15a6bdad4e05,"pajak online ini memudahkan kita untuk melakukan pajak tanpa harus keluar dari rumah, stkn juga bisa diantar sampai rumah dengan selamat.."
8d22eed7-a57f-45ec-9bad-03a58a3b39f6,dari tanggal 4 januari sampai hari ini belum di kirim sntk nya mau cek tidak ada nomer aduan
97f4d102-6b23-411e-b069-e7e0821ccde3,kode pembayaran expired dan tidak bisa dibayar
03a1cee3-00ca-42bb-8d03-816aa1dbc71c,alhamdulillah aq udh coba bayar pajak motor lwt apk Signal dan aman ternyata....dokumen bisa dikirm ke rumah..kita cuma nungguin kang kurir dateng beres gk perlu ngantri 😊😊
3262c852-0aa8-4c9a-80f4-93bbe8adc4e2,baru mulai pertama
d486e4ff-705e-4623-a409-da66a9cf773e,bagus
9918942c-a370-408f-a29a-3afb67808cb6,pengiriman lama. hampir 3 minggu. jadi terkendala mau kemana-mana karena STNK blm dikirm. setelah saya chat via dm di tiktok baru dikirim.
b752074e-8b5d-4e2c-aac0-47c53342eb38,good
59d450f5-4e9a-4fa3-a7f9-4fd926de408d,sangat membantu.
4ace5176-315c-448c-8ddd-04306a33cdc8,"apalikasi aja sulit masuk nya ,apalgi di lapangan"
34c14809-64f0-40ba-abd7-b26386c60f36,"mudah, cepat, bagus"
7e575f68-a393-4051-9158-aa425efcf38c,gak bisa login pake Gmail
ab486391-dd1a-490d-a798-095c258999ff,perdana alhamdulillah sesuai
e5f05a50-fedb-4831-801d-d838706f673d,mantap
d094c971-c152-47ac-9dfe-0331e00401e5,"proses mudah, tidak ribet,, tinggal mnunggu d rumh , sudah di antar di depan rumah..... Sukses Selalu....."
efac7d68-dbf0-46dc-87a9-a66d441be085,Semakin memudahkan untuk yang malas antree. keren bekasi Semakin bersinar
b97695e3-5307-46a9-9d34-054665419090,mantap
7e94e1e0-9579-49dd-853f-dcdd2b9ed476,sangat membantu
f79e4799-ae00-45b4-9e87-87062f894502,"no ribet, pengiriman cepat"
91ad2760-b65c-402d-9b3a-593cf5d6b4cd,menghemat tenaga dan tidak perlu antri
12d8ab87-1f82-45bb-8d19-55b9028f7eae,bagus pelayananya
9fa13957-fbad-4219-adf7-afa9d57d45c6,bayar pajak susahnya minta ampun. negeri konoha emang top. mohon bayar pajak dipermudah seperti bayar pulsa atau kuota
8e396f0c-c01d-4477-8d34-8b653ff45eae,sekarang gak di kasih sticker pengesahan ya.
8e92ab25-f7f8-4d83-ad04-aaa76376a4ba,bagus proses gampang
bb1b2d2c-9f29-4871-97b4-2603ee01aeaf,prosesnya mudah dan pengiriman dokumennya juga cepet sampai
3562886c-f88a-4e32-beff-79344c532e91,sAngAat mEmbAntU..
2b406845-58ae-47c6-a295-0ec536cb0736,gk bisa buat ngecek pajak... apa karena pajak sudah telat jadi gk bisa...
1c4f924c-ec09-4824-87d4-e9adf1c44ae7,cepet bangat sampenya keren
6e7f9187-bb72-4b89-a7ff-51e6ec8e48b6,pengantaran cepatt keren siihh mantapp
631c3636-e96c-4f6f-9c4b-1a8daeb373ec,"ga perlu ribet"" drng ke samsat / samsat keliling dan ga perlu ribet bwa"" dokumen"
9c5ca548-db00-43df-bcdb-ccbd91c5298a,"mantap, lebih simple"
05b4dc79-d01b-42d7-b5b5-256f8caf54e4,"Saran pengembangan, tambahkan fitur ""kirim ulang"" STNK untuk membantu pengguna yang kehilangan STNK nya. Batasi saja setiap bulan hanya bisa dilakukan sekali oleh 1 pengguna."
1bcdbaee-0cfc-40f3-82b3-88a25b97671e,"Sangat membantu utk bayar pajak kendaraan online, proses lumayan cepat."
ccb1b30c-be3e-4fbb-a766-a3296ac017ae,pengiriman nya yang terlalu lama masak dalam kota kabupaten tangerang aja sampai 1 minggu persis
bf70d08a-04cb-448b-9ae4-349bb7a8b7a8,"gampang, cepat 1-2 hari sampai rumah"
604361e2-7408-410e-9b16-6299f5f2330e,"Alhamdulillah mantap seminggu jadi,ga perlu repot-repot ngantri di Samsat"
fba06711-bfb9-47b3-8852-d9935cfe2e99,jos
558ba9a1-065f-4c7e-8749-1ac02bd3dd5a,"simple dan cepat selesai, bravo"
bf0ed263-8876-459a-a27d-a59ad49e1dc1,mudah dan cepat pelayanannya tidak usah antri dan tidak usah pakai calo2an serta pungli...tingkatkan sistimnya agar lebih canggih
6ad2cdb2-c688-4980-9192-80515385dcfd,"Ternyata benar bisa, dan mudah transaksinya, STNK sy diantar 9 hari kemudian. Layanan seperti ini harus dikembangkan dan ditingkatkan... biar seluruh masyarakat bisa taat pajak"
64591705-378b-4085-b559-d7329d2d598e,"bagus. saya kira gak bakal jd. tp Alhamdulillah. sampai dgn selamat.. aman saran. utk metode pembayaran. kalau bsa ya pakai myBCA, atau bank lain. kayak virtual account atau Qris. biar lbih mudah lgi. trima ksh sudah mempermudah utk byr pajak kendaraan. lbih aman dr CALO. 😆"
a24e4134-7dbf-484b-a520-133fa0deefc1,sangat praktis dan membantu masyarakat yang sibuk diluar dengan cara online lebih mudah
fad6bfbb-75d9-4515-b925-a86eb9bae135,bayar pajak jadi lebih mudah
6e46d5fb-a6e5-4055-860e-354fe1384a45,ngurus pajak STNK motor mudah dan tidak sulit bikin ga cape2 ke kantor Samsat .. nunggu 5 HR kerja dah jadi walau hari libur tetap di anterin STNK nya mantappppppp..
007cde2e-02a2-4208-8b2d-8300e637ab28,mempermudah sekali buat team mageran tidak perlu repot2 jauh2
3465dac2-1f26-42f3-97ea-55de5f183673,sangat terpercaya
75aaa0a9-d935-46ba-804c-02f0ac86dc52,enak gak harus ngantri ke samsat
22746843-20c1-4d79-9c72-60ed3b4db149,sudah sangat memudahkan wajib pajak jd ga perlu antri bayar tp tolong permudah lg opsi pembayarannya dengan metode virtual account (menu sdh ada tp ga aktif) dan qris
e5e45e66-abd6-42fc-ab32-ac6fefd9a893,"apk yang sangat memudahkan masyarakat di tengah kesibukan,tungkatkan terus pelayanan nya bapak2 yang bertugas di samsat😉"
53511392-044f-468d-b6ed-72180b1afc01,"memudahkan, jadi ngga perlu antri lagi deh Terima kasih"
35f82869-4da3-424f-9350-a0814cdef2c6,cara menganti NIK yg sudah terdaftar bagaimana?
9401883a-8c6f-49c8-928e-6131b43c7da6,"Bayar pagi, malamnya udah nyampe aja STNK nya di rumah mantappp 👍👍"
d7a6d601-8f9d-4a12-b81f-23e03960af59,"sangat membantu, dengan kemudahan pembayar on line dan cepat"
b6277fa0-180e-46f9-a9f6-05b57ebab909,Pengiriman cepat
ab1681c8-71e4-4dc2-9e69-f4f9d7580d33,"sudah bayar tapi stnk belum jugak keluar gimana ya,??"
86de379b-d4b9-469c-8464-f5864ae5ab84,"terbaik dan mudah,"
d58999e2-a5ec-4f26-9911-7f6caedcd1cb,mantap mudah dan cepat
3998755e-f77a-41cc-a495-6604a9b55156,mantap aplikasi sangat membantu
572e9a5b-3597-452e-bafb-b2d67dada4bb,"Alhamdulillah , STNK nya sudah sampai rumah , pelayanan lumayan cepat dan mudah ,terimakasih Samsat digital Mantab"
9076e239-e165-46ce-9cb1-e119fdd87e1b,lebih mudah ga harus ke kantor samsat jadi lebih praktis dan hrmat waktu
5afc213d-7764-40ca-ab99-3196e1fbd0df,seminggu lebih sampe ke rumah dari tgl 7 konfrimasi tgl 15 ssmpe rumah
a591458c-3e29-4687-9bec-37530ce792ca,mudah digunakan
9f5c01b6-dd0c-4b6c-87e8-d1de2b6d027a,Mantap 👍
f0033b4e-b349-475d-989c-8d779cee509e,pokoknya mantap lah.. ditunggu update untuk bayar pajak 5 tahun nya biar tdk usah harus ke kantor samsat sudah bisa ganti plat..😁
15199078-d3e4-46ab-b8c5-5176706998ea,kenapa mau bayar pajak error mulu. mohon ditingkatkan kembali. agar mempermudah pengguna. terima kasih
75a8bf37-45eb-4bfe-8491-ef02adccb7cc,"cepat dan pasti nyata ada nya, ga perlu repot ga ribet,"
2251816f-ebae-43ee-ab9e-90cc6f757b0e,"mudah dan cepat prosesnya... hanya 3 hari dari pengajuan samsat Banten ke 𝗕𝗮𝗻𝗱𝘂𝗻𝗴,,,, тєяιмαкαѕιн sіgᥒᥲᥣ... padahal saya baru pertama kali menggunakan applikasi ini..."
e3bd41c5-30f1-43a4-9253-28b768fdc5bc,"Mau pajak kok sulit nya minta ampun KTP harus sesuai STNK ""Ada yang sulit kenapa harus gampang"""
c22fc697-8645-41cb-9012-42647090d8a1,"lebih mudah n gak usah ngantri.... cuma tolong pengiriman nya sampe 1 Minggu,... mudah2n kedepannya bisa lebih cepat..."
57bfd931-8496-4a99-82b8-22099896e635,Buruk
e01d28fd-2861-4cf5-8754-9bc89fb313ad,sesuai yg diharapkan prosesnya mudah dan cepat tingkat kan lagi pelayanannnya
6f9acd36-a6c0-494a-b24c-8cf87170d9d4,"kesulitan verifikasi karna foto muda di ktp beda dengan sekarang karna sudah faktor umur, harusnya bisa mengidentifikasi kesamaan wlpun beda karna faktor umur."
063b9b8f-57a0-474e-99fa-667de361e49f,Ada kemajuan dalam bayar pajak* semoga kedepannya pengurusan balik nama dipermudah dengan cara online juga
42f576f8-6ae0-4a50-9b27-2072e825f7f7,sangat mudah digunakan Dan praktis
c668c9a3-cf29-470c-a3d3-584630a3c39c,josss
6afc5976-d084-4aea-9dd0-5b6a4a2d5eae,"Sipp, pembayaran pjk mtr mudah, bukti pajak dikirim ke alamat beberapa hari kemudian."
6298fb17-e6ca-42d6-a6a1-4d66e38002dd,kendaraan yang bukan a/n sendiri ternyata tidak bisa. biaya yang harus dibayar hampir 2x jumbal biaya pokok
e57e60b5-a796-4aa1-be1d-34d8b3e19096,praktis bayar pajak tahunan
35782105-f9a4-4da7-b93d-cb843c0fb187,"memudahkan bayar pajak, walaupun pengirimannya lama"
6476b503-da59-44d0-bb10-69224311306d,sangat cepat dan efisien
d9674fe6-09e5-411d-a95a-35d7a8af833c,aplikasi signal ini benar benar membantu dalam perpanjangan perpajakan secara online.. jangan ragu sudah pasti asli perpanjangan STNK nya.. terimakasih signal..
632dc4ce-984f-4b8e-aac4-ce7dc745c37c,"proses mudah dan cepat. pengiriman cepat, sdh berkali kali pake app ini sangat memudahkan sekali. mantaaaap .. lanjutken"
237b9f86-b7d2-487b-865b-240f93e66007,"Aplikasi buruk, sangat sulit untuk verifikasi"
155bd3f9-b6d2-43f0-9741-f4114a74b279,jadi mudah memperpanjang stnk ga usah ke samsat nya tinggal di aplikasi aja mantap
d95fcc4a-6a06-4d2c-be3c-ddb521025f65,Terima kasih
0ef9403e-3d21-4eaa-ba66-a63dd1af2d76,aplikasi buat bayar pajak tapi gabisa cek pajak
a82ab01f-e03b-4b04-9007-1b6fcb1777a4,kenapa setelah update aplikasinya bermasalah gini. mau melakukan pembayaran dr tgl 5 Januari belum berhasil padahal pajak sampai tanggal 15 Januari. kalau sudah gini gmn solusinya? kena denda dah saya Krn telat bayar
72f5186e-8236-427f-b2ec-7e5f1a856e06,Alhamdulillah aplikasi lebih memudahkan
abd521cc-e9a2-4d05-9bdb-f18b7191e9a2,lama sekali pengiriman nya
90b15689-22f0-41cf-b799-6ba876dfd1f5,mantap.. memudahkan ketika kita sibuk dengan pekerjaan. cukup bayar online
3305390a-3d2e-4c47-b121-d7b21082f84f,"mantaab,sat set sat set...sampe dah"
4e9eb26b-eaae-4b39-a55f-02a4f35a29ba,"membantu ya , bagus , usul atau masukan saja kalau bisa kedepan misal ada telat satu,/dua bulan masih bisa bayar penggunaan aplikasi signal 🙏"
406e89b9-a5a6-4864-9a20-687e6ef0ab44,fast respon
3568d961-8efa-4241-b2d4-649bb24a768c,"sangat mempermudah,cuma 3 hari STNK sampai ke rumah"
50d42036-93a0-4329-997f-b567b42a7275,layanan signal-samsat digital sangat baik 👍
31cd424c-e1e7-4277-8da1-5fd7f99948a4,"cara hapus akunnya gmna ya, soalnya saya daftar salah masukin no nik, tapi pas verifikasi pake ktp knp lolos ya?"
ce573f31-58fe-412e-815b-5aaa079c80b0,"terima kasih, semoga program ini kedepannya semakin baik dan menyusul program2 lainnya berbasis online, hilangkan syarat KTP biar bayar pajak semakin mudah dan pungli hilang lenyap menuju neraka 🤭"
25c6cbc2-50c4-4ff4-83a2-f20db452d880,sangat sangat dapat dipercaya
78ba2898-cb8a-4e21-b459-762816fa40a4,"mantap, semoga bisa mencakup semua daerah"
91e5a930-13b3-4a89-9d54-f13c6a8ff76d,parah aplikasinya udah pilih pengiriman yang express biar cepet ternya pas nanya live chat dibutuhkan waktu 7hari kerja edan sama aja boong orang mau cepet kacau udah gitu saat mau pembayaran ada aja kendalanya pilihan layanan pemgiriman pas klik ganonggol sampai 6kali coba apknya tolomg diperbaiki sistemnya dan staff nya tolomg fast respon selalu tidak tersedia saat live chat apa guna nya ada live chat tp yg bls mesin😪😪😪
bec8181a-13de-4704-acdc-ed86fa183056,memudahkan dalam pembayaran
afa3b2a5-b7f8-4cb2-ae10-dba2d3610bc8,🙏🙏🙏
cff275f4-c350-4432-a433-061aff33c964,"sekarang bayar pajak jadi lebih gampang, terimakasih."
e95e3934-9ba6-4b31-b3c6-3fa99aeecd30,mudah dan praktis
da2a4869-c482-447d-ae17-ef62b4b94abc,sat set kerja yaaa. mantapppp
1ad9fca7-b356-4dab-a8b3-22806ead7714,"nah mantap sekarang aplikasi signal, gak kyk tahun² kemarin aplikasinya cuman pajangan, sip tingkat kan lagi dan pastikan keamanan data kita juga ya. terimakasih"
c9fd592e-0aa2-4f8c-8a9d-a6bb93e334e6,"mantap, terimakasih banyak atas informasinya"
a26af849-01c5-4424-97ee-19e6a8021fc3,bagus untuk yang gak punya banyak waktu buat antri antri..
2552f158-6d98-4667-b85b-7a1c21c78cc8,aplikasi yang sangat bermanfaat bayar pajak jadi ga perlu jauh2 ke samsat. semoga pajak 5 tahunan juga bisa online atau minimal kantor samsat yang bisa bayar pajak 5 tahunan diperbanyak sehingga ditiap kabupaten atau kota ga cuman 1 kantor.
8d347fa9-c310-4d49-914a-546f8cf61341,sangat membantu
a77be0c9-5eb5-4f35-aa46-75d19996e89f,"sangat mudah dengan trasaksi seperti ini, tidak perlu ngantri...dan bisa bayar di mana saja,,, semoga yang lima tahunan juga bisa dilakukan transaksi seperti ini..."
84381beb-95b3-4a09-9c04-68b1f9ec94f9,cepat pengiriman
00277c56-bbc3-40ce-a56b-9c5888cdacf6,Untuk verifikasi akun saja tidak bisa.
ec42948d-750b-4227-a431-0beec0238513,"Mempermudah membayar pajak, lebih hemat waktu dan kalo bisa signal kolaburasi dengan semua metod pembayaran agar lebih memudahkan bagi yang tidak memiliki M-banking"
9f3966f4-0005-40b2-aede-68f7af4503dd,mantaap sekali sangat sat set bayar pajak tgl 14/01/2026 besok ny tgl 15/01/2026 sudah sampai
b89c2f24-2898-4841-b4bf-4a037420ba79,"alhamdulillah bersyukur bgt jadi ngga pusing lagi soal ngurus pajak kendaraan, terima kasih sudah memudahkan masyarakat"
efb51b9a-f9e3-4a0f-b867-d4c2aea54c5f,perpanjangan sangat mudah pengiriman juga aman mudah. trimakasih signal
cdcdf9a0-ca2d-4a52-9d13-6afac4a1d440,"Alhamdulillah,,,, pengiriman sampai rumah haturnuhun"
e7d695dd-b4c3-4ef1-ab40-11fec1e92f0c,Ini keren sih. Mempermudah dan mempercepat proses perpanjang pajak kendaraan. Salah satu inovasi yang sukses menurut saya 👍🏻
da3055a9-a0bb-4323-b4c1-94aa03fbbda2,nice mempermudah dalam pembayaran pajak
23921dbf-87eb-4714-bfb1-1454b8f880cc,tidak membantu
37504335-b88f-4a87-b824-3eb396567b9d,"mantap, bayar pajak motor jadi mudah"
00ab44ac-bb1b-4940-9305-d96b21ec0bd9,Terima kasih samsat
c662335d-4643-431b-b55a-d344a1c47cae,utamakan saat pengurusan dokumen jgan lama lama
873a935b-e015-44b2-b913-e567570dfa9a,"sangat membatu sekali dengan pelayanan digital ini, prosesnga mudah, cepat dan aman. Sangat berguna sekali terutama untuk yg sedang merantau dan ingin perpanjang stnk"
f44010e3-7ab2-49d9-a6d9-943e73e18930,aplikasi ini sangat membantu dalam membayar pajak STNK aku udh sampai dalam waktu 4 hari terimakasih
06e19645-a692-4094-84f2-aa6946799119,"bug dimana-mana, verifikasi akun pas foto KTP malah keluar sendiri terus (keren) , aplikasi pemerintah nih bos"
66891f16-435f-4034-94e4-b5136d2e41f8,"Saya sudah melakukan pembayaran pajak motor secara online melalui aplikasi signal Apakah jika akan mengambil surat pajak terbarunya diharuskan membawa stnk asli? Atau cukup menunjukkan bukti pembayaran dari aplikasi signalnya, Karena saya sekarang sedang berada di luar kota, dan rencananya berkas tersebut akan diambil oleh salah satu anggota keluarga saya yang di Palembang, Terimakasih🙏🙏🙏"
e5d1b437-af01-4f54-93bc-34492666f560,"kenapa tahun ini gak bisa bayar pajak tahunan dengan aplikasi ini?? padahal 2022 2023 saya bisa bayar pakai aplikasi ini,saat mau masuk tidak bisa"
dad39f3d-c59a-46a6-927a-4974689f14db,"prosesnya lumayan lama yaa, tp jadi gaperlu ngantri sih"
0b05965f-7b83-4b50-a4f5-2102ee1a7ae8,josss..
333f465b-7540-4af0-b9b6-9e040e611115,Mudah dan sangat membantu
dd71e895-ca30-4228-9f27-37dce15402b3,bagus cepat ga ribet
afd84830-d42e-495d-ac02-6275b20f6bad,SIGNAL -SAMSAT ok
190d3eee-ccae-4b1c-bb60-e21238d524f4,"sangat membantu khususnya bagi kendaraan yg berada di luar daerah asal, penggunaan aplikasi ini juga cukup mudah"
43521d28-b828-420a-80ed-f3e3b1a981eb,mantab
2e787cba-c3dc-4001-993d-737a6c053400,sangat membantu masyarakat
36db06c2-eaff-4bd8-8d0b-35dff57f477c,mantap
802439a7-3243-4689-b020-713e8cef41cb,selamat sampai tujuan dengan aman
6a0aab28-6201-4a84-825c-43aeee18939a,Errooorrrrrrrrr setiap daftar kluar kluar terus....aplikasi makin errooorrrrrrrrr
9a7c3569-d334-4c69-a9a4-250c457d95b7,Sangat memudahkan..bayar pajak cukup dr rumah...dan stnk dikirim ke rumah
21771fcf-0885-4df8-83cd-06cdeea14b03,pembayaran pajak kendaraan bukan milik sendiri belum bisa digunakan. padahal saya sebagai warga negara mau bayar pajak kendaraan roda empat yang bukan milik saya. ga mungkin saya jauh2 ke sumbar hanya untuk bayar pajak kendaraan. trus gunanya signal apa??
e5ce5dd9-9b27-4d71-87e9-3cb14522c4b5,mempermudah
5da88ee7-4fad-41a4-a801-15dcc61e2adc,saya memcoba verifikasi email tp tidak bisa krn kekurangan huruf l pada kata gmail. seharusnya d aplikasi bisa edit ternyata tidak bisa. jd aplikasi SIGNAL tidak bisa d gunakan. krena email verifikasinya salah.
5e928d2e-6de3-45b1-9f23-0e3852b0b7aa,"cuma cek pajak aja lewat APK ini, tapi pas mau bayar langsung ke samsat. samsat menolak dengan alasan sudah melakukan pendaftaran online, dan pihak samsat tidak bisa membatalkannya. dari aplikasi juga nggak bisa dibatalkan."
3427dfd6-d7c5-4df1-acae-3e57f0573868,"mantap, bayar pajak motor gak perlu antri mengular seperti dahulu kala"
bd214816-c314-4931-8852-f6a9c039234d,"aplikasi signal sangat membantu, sudah bisa di pakai buat perpanjang pajak kendaraan, Alhamdulillah STNK udah sampai, sangat membantu,dpt plastiknya lgi. semoga kedpan lebih bagus lgi dan bisa perpanjang pajak 5than"
97ec3deb-aeb6-4f58-8d48-c362b76e2ab6,sangat membantu disaat belum bisa pulang kampung
