review_text,label,label_encoded
masalah sangat belum mempunyai kejelasan fisik tetapi belum dikirim mohon datangi orang tentu dapat jawaban sempurna lebih tidak memuaskan tidak ada solusi juga,Netral,1
mohon dia upgrade kembali systemnya karena saya mau system nya enggak di bisa melalui credit signal,Negatif,0
susah sekal orang padahal sudah semua registrasi yang siap kasih,Negatif,0
susah verifikasi nya padahal data sudah benar jaringan lancar tapi masih gagal tolong di perbaiki dong,Negatif,0
sangat cepat pelayanannya enggak ribet sama sekal,Negatif,0
2001,Netral,1
desa kampung demi sentosa sedikit banget,Negatif,0
jelek sekali,Negatif,0
proses mudah dan cepat,Positif,2
terima kasih kepada seluruh pihak yang telah mengelola sdm ini sistem nya selalu membantu di ribet birokrasi ini ada [UNK] semoga tetap banyak menjadi inspirasi oleh instansi instansi,Negatif,0
enggak hanya menyewa kendaraan,Negatif,0
terima kasih signal proses mudah,Positif,2
alamat situs tny com didesa bpk bukti sudah melakukan pembayaran pajak nya kok enggak ada ya saya sudah kena pajak motor orang tapi biasanya ada logo stiker kecil hasil tanda dan penjualan,Netral,1
·,Netral,1
manta enggak perlu jauh lagi ke samsat duduk manis jadi stnk ya,Netral,1
pelayanan baik,Netral,1
sangat membantu sebaiknya pembayaran tahun juga di permudah seperti ini,Positif,2
terlalu marah membuat enggak ribet tepat waktu,Negatif,0
tolong min sediakan juga untuk wilayah nusa tenggara timur di brimo tidak tersedia pembayaran untuk wilayah nusa tenggara timur,Netral,1
apk tidak jelas tahun kemarin saya bayar pajak lewat apk ini tahun sekarang mau bayar lagi kok jadi doble sama tahun kemarin sama saja penipuan bukan kalo begini jelaskan pak ketua,Netral,1
sunshine,Netral,1
sangat membantu dalam proses pembayaran dan efisiensi waktu,Positif,2
bagus namun nama itu tak bisa didaftarkan karena terlalu muda,Negatif,0
sangat memudahkan terima kasih,Positif,2
good,Netral,1
bagus pelayananya tidak perlu antri cukup tunngu di rumah saja,Positif,2
ok,Netral,1
waktu liburan tahunan aman,Netral,1
sangat jelas cuma responnya sedikit lumayan lambat setelah 6 minggu,Negatif,0
pelayanan buruk luwambat banget,Negatif,0
dia gagal walaupun proses berjalan padahal itu sebelumnya bisa dan lancar,Negatif,0
praktis cepat transparan,Positif,2
agak susah untuk pembuatan akunnya,Negatif,0
masih buka dengan ktp tapi masih harus waktu ke kantor kan namanya ktp,Netral,1
mantap,Positif,2
mantap,Positif,2
kalau terlambat ribet antri bayar parkir mengeluarkan uang buat beli kalau duduk disini drumah sambil rebahan kosong bayar biaya pengiriman nya masih terlambat tau sudah diantar saja berterima kasih sayang signal,Negatif,0
sangat membantu menghindari biaya tambahan lain hehe,Positif,2
saran untuk menambah layanan seperti perpanjangan stnk dan mutasi dalam satu wilayah,Netral,1
aplikasi busuk masak tiap harinya enggak cara perubahan enggak bisa langsung masuk pajak kalo enggak bisa saja cuma kirim apa saja jadi bisa jangan suruh hubung live cahaya tapi enggak jadi apa,Negatif,0
membayar pajak menjadi lebih mudah,Positif,2
caroline,Netral,1
mempermudah naik pajak,Netral,1
menghasilkan,Netral,1
untuk yang tidak sempat atau tidak ada waktu untuk perpanjang registrasi stnk atau bayar pajak kenderaan bisa melalui aplikasi signal ini cuma ongkirnya plus admin terlalu mahal dan durasi pengiriman sampai hari tolong agar bisa lebih ditingkatkan lagi,Netral,1
o banget byr 1972 powers dsrh byr 1964 dll,Netral,1
3 min min kalo pengesahan dprd prabumulih tidak dapat diproses kata apa lagi,Netral,1
sudah melakukan pembayaran dan sudah minggu stnk belum di kirim,Netral,1
alhamdulillah dengan ada nya aplikasi ini bayar pajak enggak perlu repot dan enggak kena pungli lagi,Positif,2
cukup bagus,Positif,2
keren,Positif,2
kemarin pajak motor hari ini pajak mobil berkas dkirim kerumah dengan selamat permudah banget rakyat yang enggak bisa byr pajak ke samsat terima kasih banyak aplikasi samsat,Negatif,0
kali memasuki identitas tetap enggak masuk di kaka,Negatif,0
sangat membantu,Positif,2
membayar pkb semudah dan secepat kilat,Netral,1
hanya bayar kemarin lagi pas buka aplikasinya koneksi anda ayo coba kembali lagi sih ayo uang saya hilang anda bisa gak takut,Netral,1
pengalaman aku bayar pajak pakai app ini cukup memudahkan sekal tanggal aku bayar tanggal nya sudah sampai di rumah dikirim via pos tapi memang butuh biaya tambahan kalau dikirim ke rumah ada pilihannya juga mau yang ribu ribu aku pakai yang sudah cukup cepat hari sampai metode pembayaran juga tersedia banyak sekal sekarang app sudah lebih bagus lebih simpel lebih gampang buat cek pajak pembayaran dsb cukup memuaskan sejauh ini signal dan digital korlantas aplikasi yang bagus,Positif,2
sangat membantu dalam pembayaran pajak kendaraan secara online,Positif,2
tidak ada nya menu hapus akun jadi kalo sudah di regis dengan nik pemilik motor pertama enggak bisa rubah ke nik kita setelah balik nama itu motor kekurangan nya di sana minimal kalo tidak ada fitur hapus akun ya tolong hadirkan fitur rubah nik,Negatif,0
pelayanan yang prima proses mudah aman cepat bayar pkb sebagai peran serta dalam pembangunan daerah terima kasih,Positif,2
kita seharusnya dari pembayar di fasilitas seharusnya di terima sebaik mungkin kedepan kita tambah lagi fasilitas di app,Netral,1
cukup untuk sampai dalam ruang tapi kalau bisa sampai membayar lebih murah,Netral,1
mudah dan cepat,Positif,2
sangat membantu nilai uang nya seperti ini ini enggak di ribet ke samsat,Negatif,0
aplikasi jelek gagal terus menambahkan kerugian lain kerugian,Negatif,0
mudah dan praktis,Positif,2
saya kalau bayar pajak pesawat bermotor pasti selalu telat jika memang dananya belum siap dan biasanya saya meminta bantuan orang lain saat mengurus pajak motor saya karena kita tahu kalau bayar pajak telat pasti mengurus nya jauh berapa kantor samsat langsung dan biaya yang harus kami keluarkan bisa lebih banyak karena kalau bayar jasa pengurusannya tapi tetap setelah saya tahu melalui aplikasi signal saya mau bayar pajak secara online dengan lebih hemat waktu dan biaya walau agak lemot,Netral,1
lebih mudah untuk bjr pajak atas nama sendiri,Positif,2
aman cepat pula hanya harian sudah jadi,Positif,2
simpel enggak mengantri dan cepat thanks,Positif,2
mantap,Positif,2
sangat membantu untuk perpanjangan pajak kendaraan proses pengiriman juga cepat,Positif,2
sangat memudahkan untuk membayar misalnya tinggal hanya dirumah stnk diantar sesai alamat dirumah ada kartu juga harus tidur ataupun buang tenaga,Netral,1
dulu menu ini bayar pakai kendaraan perusahaan milik sendiri tapi kepolisian siapa saja ini harus pergi ke samsat ah enggak dengan kepolisian negara thailand apa kayak begini,Netral,1
begitu cepat ribet good good,Negatif,0
dengan pokoknya nya apk ini tinggal dicari data kalau tidak ribet ini sudah bekerja langsung dikirim lewat website,Negatif,0
tolong lebih satu depan lagi,Netral,1
konsisten bersama,Netral,1
proses cepat,Positif,2
ok sangat memudahkan pembayaran pajak kendaraan,Netral,1
sama biro perjalanan bisnis karena enggak bisa mendaftar ke perusahaan virtual akun saya bayar di admin sudah jadi admin lagi,Negatif,0
first time perpanjang pajak via online agak lama sih jadi kalo mau perpanjangan pajak harus dari jauh jauh hari,Netral,1
koin bayarnya dibawah gambar lihatnya gambar,Netral,1
dari kemarin mau bayar enggak bisa terus enggak ada kode bayarnya lading terus,Negatif,0
hawaii,Netral,1
pliis waktu pengiriman dokumen fisik dia dipercepat tapi hanya bertahan lebih minggu tapi belum dikirim dia sudah selesai sepenuhnya karena biaya dokumen,Netral,1
sangat membantu,Positif,2
digitalisasi stnk sekarang bpkb mau tetapi karena sudah 2 versi tahun terpaksa kurangi sekali ya min,Negatif,0
mau daftar penayangannya masih di persulit verifikasi lama tayang,Negatif,0
mantap memudahkan sekal untuk bayar pajak tahunan,Positif,2
kurang menarik karena bisa bayar kandang dan langsung dikirim kesana,Netral,1
itu si good,Netral,1
sangat bermanfaat kalau bisa tahunan dipermudah lagi,Netral,1
tolong pelayanan aplikasi signal yang aku tingkatkan lagi sudah banyak sih sih meminta mail otp enggak mail kirim aduh,Netral,1
tidak bisa kasih masuk data stnk motor,Negatif,0
sangat membantu terima kasih,Positif,2
ok pelayanan cepat,Positif,2
mantap tanpa perlu ke samsat sangat membantu sekal,Positif,2
2009 tak bayar lagi perpanjang stnk,Negatif,0
manta sangat membantu,Positif,2
kualitas baik,Netral,1
kode otp sudah kali enggak ada masuk jadi harus coba berapa hari sampai ada,Netral,1
anda bisa mempermudah pembayaran pajak tanpa harus puas,Netral,1
output komputer diganti untuk login nya,Negatif,0
pepanjang stnk sudah bulan tapi kenapa belum di kirim kirim sampai sekarang,Netral,1
aplikasinya kurang pas bagi saya dikarenakan transaksi gagal terus dan selalu lading pas klik sistem pembayaran saya sudah kali pertama hangus transaksinya gara gangguan sistem tersebut dan sampai sekarang ini bisa juga tolonglah katanya ini aplikasi untuk maaf tapi kenapa malah semakin akhir ini bagi pengamalan pribadi saya katanya kedepannya semoga bisa diperbaiki tetapi jangan pilih kasih,Negatif,0
sangat membantu,Positif,2
mantap lebih baik dari apk sebelah inisial nya sapa warga samara,Positif,2
kok error terus setiap mau input data,Negatif,0
pendaftaran pengesahan mk tidak dapat diproses perlu validasi nik dan data lainnya ke samsat hadeh sama saja dong kalo harus ke samsat langsung e saja pak enggak perlu daftar online segala mana posisi diluar propinsi pak setor kas negara bayar susah amat pak online pak enggak perlu ke samsat kenapa mana aplikasi samsat satunya propinsi nilai kirim daftar enggak bisa dipa enggak diurus po sama baiknya nol saja e dong,Negatif,0
selamat pagi tape samsat mohon bantuannya untuk proses perkembangannya dikarenakan saat verifikasi ini verifikasi profil tidak berhasil padahal sudah benar dengan data nik dan lainnya maka kita disuruh untuk memperbarui data lewat online kan atau dukcapil mohon bantuannya dapat segera di perbaiki dikarenakan belum bermanfaat sekal untuk proses verifikasi ini bagaimana kita untuk melakukan proses selanjutnya jika di tahap verifikasi tidak bisa mohon bantuannya signal samsat terima kasih,Negatif,0
tidak bisa dibintangi nik tidak lain padahal kebetulan saya lihat,Negatif,0
alhamdulillah pelayanan bagus semoga signal semakin dekat dihati masyarakat,Positif,2
ok,Netral,1
mohon di percepat prosesny,Netral,1
bagus mohon biaya pengiriman dan administrasi dikurangi masih cukup besar,Positif,2
proses pembayaran pkb online mudah dan cepat pengiriman langsung kerumah via pos,Positif,2
terbaik indonesia memudahkan,Netral,1
baru pertama bayar pajak online prosesnya gampang dan cepat jadi bisa menghemat waktu,Positif,2
mantap aplikasi yang bisa membuat para perantau di luar kota agar taat bayar pajak,Positif,2
mantap,Positif,2
masok pak eko,Netral,1
thanks cepat,Positif,2
kalau tidak bisa lagi ke perpanjang bukan saja,Negatif,0
buruk,Negatif,0
sangat membantu,Positif,2
selesai enggak ribet karena perlu antri 1 pengiriman hari mendarat sampai kontak rumah,Negatif,0
pada minggu nya akan menerima dokumen fisik status lokasi proses download resi tidak bisa jelas lacak dari aplikasi pos meeting,Negatif,0
cepat,Positif,2
tahun sekarang ini semoga pembayaran pajak tahunan semoga bisa juga,Netral,1
lagi 2 lamaa 3,Netral,1
bagi yang mampu hal ini bermanfaat bermanfaat,Netral,1
alhamdulillah dokumen sudah sampai ke tempat tujuan cuman pengiriman lama sampai satuminggu jadi was nunggunya terima kasih mudah an kedepannya bisa kirim lebih cepat lagi ya,Positif,2
memudahkan,Netral,1
ok,Netral,1
lumayan bagus,Positif,2
ok khusus file pihak dalam negeri,Netral,1
rencana bisa menambahkan data kendaraan motor gagal secepatnya jadi isian demo sudah benar semua sedang gagal secepatnya,Negatif,0
proses penambahan untuk bayar pajak kendaraan milik keluarga tapi beda kartu keluarga tidak bisa ya jika bisa caranya bagaimana sudah dicoba gagal terus,Negatif,0
bisa di kena libur panjang jadi baru ini bukti pajak nya tapi bisa nya pro ok,Netral,1
bertahan lumayan lama,Netral,1
sangat membantu,Positif,2
bakal mau jadi space aplikasi tapi sudah di stnk malah tetapi sudah begitu sekarang samsat tidak bisa langsung menunggu proses menunggu lama,Negatif,0
cepat proses penerimaan bukti fisiknya hanya kadang loadingnya lama dalam proses onlinenya,Positif,2
mutan,Netral,1
kenapa email nya harus pakai akun sendiri bukanya dimudahkan masyarakat semua bisa menggunakan pkb baik kalau pembeli belum mampu membayar mutasi kendaraan apa iya mobil bermotor harus mati pajak lagi dan tidak bayar pajak karena masih bisa mutasi pada pkb mereka,Netral,1
lemot maka proses keselamatan terdeteksi terus,Netral,1
mau mencetak pajak dari dulu lancar tapi demi pengesahan diatas selalu cuma bisa,Negatif,0
alhamdulillah ingin informasi dari teman tentang aplikasi kerja buat bayar pajak bisa pakai ribet harus datang ke kantor samsat cukup di rumah terdekat atau sambil kerja juga bisa namun sayangnya buat bayar tolong di sediakan pembayarannya menggunakan sama motor atau bank lainnya karena saat saya mau anda hanya bisa bayar via shopee saja yg lainnya dari pembayaran yang tersedia semuanya lading terus,Negatif,0
sangat membantu,Positif,2
alhamdulillah sangat memudahkan,Positif,2
bagus,Positif,2
bagus tepat dan terukur dan amanah,Positif,2
bagus semoga amanah dan aman,Positif,2
stnk tidak terkirim,Netral,1
sudah bayar kemarin jadi pas buka aplikasinya karena anda salah coba hal bagaimana dia ini uang saya buat malah jadi sangat takut,Netral,1
mantap cepat dan tepat,Positif,2
memuaskan,Netral,1
praktis dan cepat,Positif,2
sangat mudah dan cepat solusi bayar pajak terbaik,Positif,2
paket saya belum tiba dengan alasan tidak ketemu alamatnya padahal sudah jelas alamat yang saya cantumkan mengecewakan,Netral,1
bagus banget saya suka simpel enggak perlu datang ke lokasi,Positif,2
kenapa sampai sekarang stnk saya belum sampai ke sibolga alamat saya,Netral,1
lading ya lama,Netral,1
aplikasi ini sangat membantu kami jadi enggak perlu datang ke kantor samsat dan mengantri,Positif,2
benar saya kira akan hanya bayar pajak gratis cd signal tapi saat itulah ternyata sangat mudah sekal tanpa dia harus hanya berjam di kantor instansi,Negatif,0
ini baru yang seharusnya dilakukan pemerintah khususnya di perpajakan karena sebenarnya yang butuh dana adalah negara jadi harus jemput bola kpda masyarakatnya dan semoga kedepanya bisa dikirim langsung kerumah tanpa ada biaya kirim,Netral,1
mantap dong mudah di pakai lebih simple enggak harus antri pokoknya best lah ya,Positif,2
proses cepat dan mudah dan sangat membantu saya,Positif,2
bagus,Positif,2
proses cepat,Positif,2
semoga di momen yang pas di jam siang kalo mau transaksi,Netral,1
prosesnya ternyata cepat,Positif,2
prosesnya cepat mantap,Positif,2
saya buang perpanjang kok tidak bisa yang ternyata kendaraan ini sebelumnya bisa dan itu,Negatif,0
baru pertama kali perpanjangan stnk online alhamdulillah sangat membantu dan lebih mudah lagi tanpa ribet menunggu antrian,Negatif,0
mengerti tapi signal yang bisa saya sangat membantu untuk tau cara dan prosedur nya jika enggak di estimasi sampai dengan sampai berhasil enggak sampai berhasil,Negatif,0
sangat membantu untuk mempermudah pembayaran pajak kendaraan tks,Positif,2
top lancar jaya,Positif,2
ok tepat waktu,Netral,1
terima kasih sangat membantu pembayaran cepat dan aman mudah digunakan untuk pilihan ekspedisi mohon untuk ditingkatkan lebih cepat,Positif,2
layanan yang mempersingkat waktu,Netral,1
aplikasi yang manfaat manfaat proses bayar pajak bagi pribadi bebas pajak emisi flaz,Netral,1
lebih simple lewat hp dirumah saja sudah bisa bayar pajak,Netral,1
mantap memudah kan bayar pajak tanpa antri,Positif,2
cepat dan mudah tanpa perlu mengantri di samsat,Positif,2
sangat membantu banget bagi yang jauh dari samsat,Positif,2
mempermudah bayar pajak kendaraan,Netral,1
1938,Netral,1
lange,Netral,1
aneh data semua sudah di isi malah enggak bisa memasuki nik kakak dicoba hp lain hasil nya sama saja mau bayar pajak saja kok ribet sih,Negatif,0
anda sudah di bentuk tapi nanti gagal kadaluarsa bagaimana dulu kekuasaan saya,Negatif,0
mantap sangat membantu sekal aplikasi ini,Positif,2
tambahan biayanya besar,Netral,1
memudahkan pengurusan mengenakan pajak enggak patut ditukar dengan,Negatif,0
terjadi pajak kendaraan enggak pakai bengkel semakin baik kerugian listrik,Negatif,0
bintang belum bisa untuk menuju kepwmilikan ke _ yang sudah dibalik nama belum bisa maksimal dan jenis pelayanan tahunan harusnya bisa dilakukan dengan approval seperti dengan nomor rangka dan tes mesin secara real atau,Netral,1
sangat membantu bagi orang yang selalu sibuk kerja dan tidak berhubungan dengan oknum oknum calo,Positif,2
sangat ekstra sekal tapi menunggu dari mata kita lama tapi enggak melihat secara manual ok jek,Netral,1
mempermudah membayar sehingga juga hemat biaya dan saat itu signal banyak dengan semua metode pembayaran agar lebih memudahkan bagi orang tidak suka sama bangking,Netral,1
untuk pembayaran via bank baca atau yang lain kok ngelag ya dan semua bank pun sama tidak ada virtual account hanya mutar lading mohon di perbaiki karena ini untuk mempermudah bayar pajak,Netral,1
makin kesini makin banyak bisa bisa bintang saja,Negatif,0
juga korupsinya satu kepala saja enggak bak sampah,Negatif,0
baik bagus,Positif,2
bosok,Netral,1
sangat lengkap,Netral,1
ternyata jika sudah online tidak lamaa proses ya mulai dari samsat balaraja ke simpang colo dan pakai parkir parkir yang express,Netral,1
bagus sekarang bayar pajak jadi enggak ribet buat saya yang merantau di luar daerah,Negatif,0
bagus kalo bisa perpanjangan stnk juga lewat online,Positif,2
saya mau bayar pajak jadi bingung setelah update setelah klik cek pajak malah katanya layanannya belum tersedia,Netral,1
alhamdulillah sangat membantu saya dalam perpanjang pajak tahunan terima kasih,Positif,2
error aplikasi komputer,Negatif,0
untuk tahun saya tidak bisa mendaftar untuk pempayaran pajak mobil saya yang tahun kali lancar saja dengan pakai aplikasi signal ini mengap,Negatif,0
terima proses pembayaran untuk mendapat nomor va 100 kali gagal hampir 100 pernah dilaksanakan alias cukup sekali mohon perbaikannya terima sayang,Negatif,0
tidak berhasil di daftarkan tempo byr pajak bulan april sd sekarang bulan agustus belum bisa daftar aplikasi nya parah dan tidak support,Negatif,0
prosesnya cepat dan jangan pakai ribet jadi barang nya keluar negara tujuan sangat cepat yaitu,Negatif,0
hadeh yg membayar pajak masih di akhir pendaftaran gagal bikin telat tapi terus kan deh segera bisa perbaiki pj min,Negatif,0
bagus sekal sangat memudahkan,Positif,2
yang dikenal dan bungsu samsat ok,Netral,1
mantap tidak perlu jalan kaki hanya menunggu di rumah,Positif,2
joss,Netral,1
mungkin tidak antri lagi,Netral,1
main error jadi bagaimana kita bayar pajak,Negatif,0
aplikasi signal memang mantu prosesnya sangat cepat dan mudah rekomendasi untuk sahabat semua untuk menggunakan aplikasi ini terima kasih,Positif,2
keran banget sekarang pakai online bayar pajak jadi simple,Netral,1
saya coba dia tapi sekarang akan selalu error seperti di perbaiki,Negatif,0
juga memasukan kedalam siapa saja tidak bisa,Negatif,0
ok,Netral,1
dari januari sampai oktober untuk pembayaran virtual account semua bank tidak bisa wilayah jawa timur sangat mengecewakan sekal pelayanan tidak bisa,Negatif,0
agent pelayanannya jelek atas nama lili karena pertanyaan saya masih ada namun chat selalu di akhiri,Negatif,0
tidak rekomended langsung tapi tidak bisa digunakan buat konsumen memilih mobil secara online niatnya akan kendaraan nanggung secara totality,Negatif,0
pertanyaan dari petugas samsat yang berseragam coklat kenapa bayarnya harus online bukannya disini saja kan ada juga disini kalo online harus menunggu hari kalo online untuk orang yang sedang diluar neger atau diluar kota what the hell pernyataan macam apa seperti ini hufftt,Netral,1
proses pengiriman keluar,Negatif,0
sunshine,Netral,1
proses yang sangat cepat dan manta,Positif,2
mantap jaya terus polri,Positif,2
aplikasi membantu,Positif,2
·,Netral,1
aplikasi yang sangat membantu dalam pembayaran pajak kendaraan terutama kendaraan dengan nopol luar kota,Positif,2
samsat balaraja tidak mengirimkan stnk saya padahal saya sudah bayar ongkir sekarang mau bayar lagi enggak bisa karena tidak ada pilihan provinsi banteng aplikasi pemerintah cuih,Negatif,0
mantap mempermudah proses lanjutkan menu program yang lebih baik pak kapolri berikan pelayanan terbaik untuk masyarakat,Positif,2
manta sangat membantu dan memudahkan dalam proses pembayaran pajak kendaraan terima kasih signal,Positif,2
cepat enggak antri terima kasih,Positif,2
tidak bermanfaat sewaktu membayar kontrak pengiriman tapi bukti tidak ada juga belum dikirm dalam arti tidak rekomendasi untuk byar perusahaan,Netral,1
bagus benar memudahkan dalam pelayanan,Positif,2
bagus aplikasi nya mempermudah pembayaran pajak yang memiliki kesibukan dan tidak ribet,Negatif,0
sangat membantu,Positif,2
pelacakan enggak jelas,Netral,1
aplikasi enggak guna lagi digunakan layaknya bio mungkin saja,Netral,1
alhamdulillah sangat membantu kami,Positif,2
001,Netral,1
lagi jadi tidak perlu ke samsat ganti karena menunggu pajak pun selesai,Netral,1
laamaa 2006 atau jadi nama kota begitu dulu dulu sampai semua di perbaiki lagi biar enggak di unistall,Netral,1
aplikasi nya bagus membantu pemilik kendaraan membayar pajak tanpa harus datang ke samsat dikala kita dihadapkan dengan kesibukan yang tidak bisa di tunda terima kasih signal tetap terus tingkatkan pelayanan onlinenya,Negatif,0
cepat siap tercapai,Negatif,0
aplikasi kenapa tidak bisa dipakai buat bayar pajak padahal tahun kemarin bisa tahun ini selalu gagal,Negatif,0
amazing rekomendasi banget buat yang mau bayar pajak tapi malas atau enggak ada waktu buat ke samsat nya,Netral,1
saya sudah bayar pajak stnk dari tanggal juli tapi stnk fisik belum dikirim sampai sekarang terus enggak bisa lacak pengiriman karena enggak muncul no resi,Negatif,0
pilih kasih kepada semua pihak walaupun telah membangun pangkalan informasi sistem ini sangat membantu artinya bagi kita selalu ada juga semoga tetap berguna menjadi inspirasi bagi instansi lain,Negatif,0
sudah bagus proses dan pengiriman masih lama,Positif,2
pertama kali bayar pajak sepeda motor plat dk via aplikasi ini awalnya ragu tapi ternyata sukses dan dokumen pajak terkirim sampai kerumah semoga dapat dipertahankan demi kemudahan warga membayar pajak kendaraan,Positif,2
caroline,Netral,1
android google facebook berhasil enggak jelas padahal semuanya sudah mendapatkan arahan yang diperlukan,Netral,1
proses cepat sangat membantu,Positif,2
2006,Netral,1
alhamdulillah signal samsat memudahkan cara bayar pajak online tidka perlu repot ke datang samsat,Positif,2
karya bermanfaat,Netral,1
aman nyaman,Netral,1
sudah bagus akan lebih mantap lagi kalau bisa sekalian pajak tahunan,Positif,2
ini aplikasi keren sangat membantu kami yang merantau jauh dari jakarta terima kasih samsat jakarta,Positif,2
sebaiknya adakan pembayaran melakukan barcode qris apa saja agar lebih mudah lagi,Positif,2
stnk sebelum dikirim lewat jasa service itu bisa lambat disebut indonesia padahal dalam satu kawasan atau,Negatif,0
agak aneh entah karena sibuk bersama,Netral,1
juga lumayan lengkap ya,Netral,1
ini kasih dengan adanya aplikasi ini l saya enggak dia sudah bayar seri i,Negatif,0
pengiriman harian,Netral,1
sangat praktis,Positif,2
mau bayar pajak saja di persulit enggak usah pajak sekaliyan,Netral,1
sudah hampir bulan kok masih belum dikirim ke rumah pasuruan,Netral,1
kenapa setelah update aplikasinya bermasalah begini mau melakukan pembayaran dari tanggal januari belum berhasil padahal pajak sampai tanggal januari kalau sudah begini bagaimana solusinya kena denda deh saya karena telat bayar,Netral,1
bagus membantu banget lebih mudah,Positif,2
satset sih bisa sampai langsung kerumah tanpa antri dan dtng kesan tapi proses paymentnya ribet dan susah banget banget banget pakai byond bsi enggak ada menunya dan kode bayar tidak terdaftar alhasil meminta bantuan orang orang yang punya rekening lain huftt,Negatif,0
membayar pajak kendaraan bermotor jadi mudah,Positif,2
bagus,Positif,2
pelayanan pajak kendaraan di klaten satset dikirim sampai bekasi hanya hari terima kasih,Positif,2
biayanya bilang ya pasti biaya hidup sama ongkirnya sama berjualan sampai dengan warga yg rumah itu belum cukup pasar lama karena area terbesar di kota serang juga,Netral,1
sedang area bekasi bagus lancar tapi jika hendak area tangerang jelek lambat prosesnya,Negatif,0
sayangnya lebih malah bayar pajaknya lwat aplikasi ini,Netral,1
terima kasih kepada semua pihak yang telah membangun sistem ini sistem ini sangat membantu enggak ribet birokrasi enggak ada calo² semoga tetap amanah menjadi inspirasi bagi instansi lain,Negatif,0
selalu gagal perpanjang stnk sudah reinstall berulang kali masih tetap sama,Negatif,0
cepat pengirimannya,Positif,2
memudahkan pembayaran,Netral,1
sangat membantu,Positif,2
sambil rebahan bisa bayar pajak sangat membantu terima kasih signal berharap ada registrasi pergantian pelat tahunan dengan cara online,Positif,2
kalau lihat review orang dia di jual bisa jadi kerja tapi pas saya jadi hari kerjanya,Netral,1
lebih praktis,Positif,2
bagus,Positif,2
bagus sekal mempermudah pelayanan publik,Positif,2
susah mendapatkan identitas,Negatif,0
